LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId
ME,Maine,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,130842496,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,176557976,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NM,New Mexico,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,14717000,$,Dollars,"(34.520880952, -106.240580985)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,117215187,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,1127472852,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,135317715,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,57859721,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,87997454,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,154736684,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,12452707,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DE,Delaware,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,9805000,$,Dollars,"(39.008830667, -75.577741168)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,49152733,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,294234047,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,86833821,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,212502000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,145413000,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NM,New Mexico,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,81709972,$,Dollars,"(34.520880952, -106.240580985)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,94890000,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,31604000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,896272083,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,19739879,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,21228308,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,11203768,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,24172000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WI,Wisconsin,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,128916821,$,Dollars,"(44.393191174, -89.816370742)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,37347000,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,33608855,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,20611000,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,30369000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,143272000,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,246458891,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,35549000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,225407000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,399060039,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,120025312,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
LA,Louisiana,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,120075428,$,Dollars,"(31.312660644, -92.445680071)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WI,Wisconsin,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,568176307,$,Dollars,"(44.393191174, -89.816370742)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,48814561,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,1141061696,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,14379771,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,88352000,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,54369000,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MD,Maryland,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,361924389,$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,79538401,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,169554206,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SD,South Dakota,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,15261000,$,Dollars,"(44.353130053, -100.373530637)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,65455470,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,43619557,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,882046000,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,269670000,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,141561600,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KY,Kentucky,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,227949828,$,Dollars,"(37.645970271, -84.774971048)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,247490667,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WA,Washington,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,307700759,$,Dollars,"(47.522278629, -120.47001079)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,85549591,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,21059175,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SD,South Dakota,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,61646193,$,Dollars,"(44.353130053, -100.373530637)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,85293589,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WI,Wisconsin,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,86415000,$,Dollars,"(44.393191174, -89.816370742)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,564837977,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,8439000,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,57838793,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,113504400,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,24493875,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,9577228,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,115663000,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KY,Kentucky,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,20624000,$,Dollars,"(37.645970271, -84.774971048)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,13531577,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,287334941,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,39082338,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,17085000,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,180639655,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,1015809692,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,771577453,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,977115124,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,11888546,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,27419844,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,410282050,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,146022000,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,3894000,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,170458000,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,1270386671,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,789832969,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,30046000,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,34588000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,8641141,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,74875926,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SC,South Carolina,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,164019425,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,58018435,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,588935400,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,54036609,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WI,Wisconsin,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,298473027,$,Dollars,"(44.393191174, -89.816370742)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,199223787,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,358376047,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MD,Maryland,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,31975000,$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,55701205,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,4649000,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,322516525,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,90240336,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,204155253,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,61589439,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,85171636,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,53792399,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,50168160,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,16111103,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,13794000,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,120442478,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NC,North Carolina,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,241091949,$,Dollars,"(35.466220975, -79.159250463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,105596780,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,10908482,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,323399000,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,362161000,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
LA,Louisiana,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,108343080,$,Dollars,"(31.312660644, -92.445680071)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,58518066,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,80391000,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,66972910,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,160413997,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,234137140,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,77161000,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ND,North Dakota,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,22692162,$,Dollars,"(47.475319779, -100.118421049)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,434473203,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WA,Washington,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,433534241,$,Dollars,"(47.522278629, -120.47001079)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,49554000,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,251978914,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,11678577,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NC,North Carolina,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,169270439,$,Dollars,"(35.466220975, -79.159250463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,8077185,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,271823000,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,71463596,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,41334000,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OR,Oregon,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,157306730,$,Dollars,"(44.567449424, -120.155031326)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
